price,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,state,car_age,log_odometer
4400,buick,lacrosse,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.729664551411444
8980,dodge,charger,unknown,8 cylinders,gas,automatic,rwd,sedan,al,15.0,12.241734147584236
33590,toyota,tundra crewmax sr5 pickup,good,unknown,other,other,unknown,pickup,al,11.0,10.91965981781985
39590,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,other,rwd,coupe,al,5.0,7.258412150595307
26590,honda,pilot lx sport utility 4d,good,6 cylinders,gas,other,unknown,other,al,8.0,9.535101442669385
21990,buick,regal sportback preferred,good,unknown,gas,other,fwd,sedan,al,7.0,8.514990767861038
19990,hyundai,sonata plug-in hybrid,good,unknown,hybrid,manual,fwd,sedan,al,8.0,10.283805778222337
30990,ford,ranger supercrew xl pickup,good,unknown,other,other,unknown,pickup,al,6.0,7.51479976048867
6980,nissan,pathfinder,unknown,6 cylinders,gas,automatic,rwd,SUV,al,19.0,11.896690146099054
4100,hyundai,elantra touring,unknown,4 cylinders,gas,manual,fwd,wagon,al,15.0,11.776880770752264
7980,kia,forte,unknown,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.709174581461596
9980,infiniti,jx35,unknown,6 cylinders,gas,automatic,fwd,SUV,al,12.0,12.050745440535193
19500,ram,3500,good,6 cylinders,diesel,manual,4wd,truck,al,17.0,11.989165855127435
2300,buick,lesabre,unknown,6 cylinders,gas,automatic,fwd,sedan,al,28.0,12.213877111304411
10980,gmc,yukon xl denali,unknown,8 cylinders,gas,automatic,unknown,SUV,al,18.0,12.109748952294582
15000,toyota,tacoma 4x4,good,6 cylinders,gas,automatic,4wd,truck,al,16.0,12.272800954830618
14897,jeep,grand cherokee,unknown,6 cylinders,gas,other,rwd,SUV,al,13.0,11.630806273624454
11400,kia,sportage,unknown,4 cylinders,gas,other,4wd,SUV,al,12.0,11.44021497741833
10980,ford,mustang,unknown,6 cylinders,gas,manual,rwd,coupe,al,13.0,11.980175306019342
3500,jeep,cherokee,unknown,6 cylinders,gas,automatic,4wd,SUV,al,27.0,12.51723073716405
8950,ford,f-150,excellent,6 cylinders,gas,automatic,fwd,truck,al,14.0,12.00762780434872
50000,toyota,tundra,like new,8 cylinders,gas,automatic,4wd,truck,al,6.0,9.904037401341563
3500,hyundai,accent,unknown,4 cylinders,gas,automatic,fwd,sedan,al,16.0,11.620774880744927
7480,chrysler,300,unknown,6 cylinders,gas,automatic,rwd,sedan,al,13.0,12.143723725465595
1200,chevrolet,impala,fair,4 cylinders,gas,automatic,fwd,sedan,al,20.0,12.456080108993413
8888,nissan,altima 3.5 sl,excellent,6 cylinders,gas,automatic,fwd,sedan,al,20.0,10.88408552880545
26990,toyota,tacoma,unknown,6 cylinders,gas,automatic,rwd,pickup,al,9.0,11.533610056163061
500,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
98900,ferrari,360 modena,good,8 cylinders,gas,automatic,rwd,convertible,al,24.0,9.912843647460154
15277,mini,cooper,unknown,unknown,gas,manual,fwd,unknown,al,8.0,11.460515758152484
17977,toyota,4runner,unknown,unknown,gas,automatic,4wd,unknown,al,13.0,12.113211464478885
12250,toyota,4runner sport edition,unknown,unknown,gas,automatic,unknown,unknown,al,18.0,12.149507585033072
16500,ford,f250 super duty,excellent,8 cylinders,gas,automatic,4wd,truck,al,14.0,12.214868845283656
5800,ford,crown vic,unknown,unknown,gas,automatic,unknown,unknown,al,24.0,11.561725152903833
3999,pontiac,grand prix,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,12.241627995593786
6000,acura,mdx,good,6 cylinders,gas,automatic,unknown,SUV,al,14.0,12.19264286841845
9400,mercedes-benz,benz c350,good,6 cylinders,gas,automatic,rwd,sedan,al,17.0,11.771235367763522
3850,dodge,durango,unknown,8 cylinders,gas,automatic,rwd,SUV,al,22.0,12.28120330884269
7900,nissan,pathfinder,good,6 cylinders,gas,automatic,fwd,SUV,al,12.0,11.934270483892945
4300,kia,soul,unknown,4 cylinders,gas,automatic,fwd,wagon,al,13.0,12.067120874877258
2800,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,12.346308388687492
27995,ford,f250 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.765976583441928
3900,chevrolet,cobalt,unknown,4 cylinders,gas,automatic,fwd,sedan,al,15.0,11.996702553137329
7300,lexus,rx350,good,6 cylinders,gas,automatic,fwd,SUV,al,18.0,12.10625783509458
72900,chevrolet,tahoe,good,8 cylinders,gas,automatic,4wd,SUV,al,4.0,9.859013062434299
28900,audi,q7,good,6 cylinders,gas,automatic,4wd,SUV,al,8.0,11.457433896465536
17000,chevrolet,trax,good,4 cylinders,gas,automatic,4wd,SUV,al,6.0,9.60904937558734
3350,chevrolet,hhr,unknown,4 cylinders,unknown,automatic,rwd,SUV,al,15.0,12.087306001289432
5950,mitsubishi,eclipse,good,4 cylinders,gas,manual,fwd,hatchback,al,18.0,11.184435286790631
24590,chevrolet,silverado 1500 regular,good,6 cylinders,gas,other,unknown,pickup,al,8.0,10.616069645734681
3999,honda,accord sedan,unknown,4 cylinders,gas,automatic,fwd,sedan,al,19.0,12.44144906923134
8900,toyota,prius,excellent,4 cylinders,hybrid,automatic,fwd,wagon,al,12.0,11.869907361794104
9900,,scion ia,excellent,4 cylinders,gas,automatic,fwd,sedan,al,9.0,9.952325334619427
34590,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,other,unknown,pickup,al,7.0,9.945444902296636
39990,nissan,370z nismo coupe 2d,good,6 cylinders,gas,other,rwd,coupe,al,6.0,9.032886946579088
30590,toyota,tacoma double cab sr5,good,unknown,other,other,unknown,pickup,al,9.0,10.314835323802448
11587,ford,escape,unknown,4 cylinders,gas,other,fwd,SUV,al,12.0,12.278611887870447
4000,toyota,camry,like new,4 cylinders,gas,automatic,fwd,sedan,al,23.0,11.982935344196433
2999,ford,taurus,unknown,6 cylinders,gas,automatic,fwd,sedan,al,18.0,11.995536782255046
10800,toyota,camry,excellent,4 cylinders,hybrid,automatic,fwd,sedan,al,12.0,11.898194668458823
5500,nissan,altima,like new,4 cylinders,gas,automatic,fwd,sedan,al,17.0,11.918397239722838
34500,bmw,x6,unknown,8 cylinders,gas,automatic,unknown,unknown,al,13.0,10.891615108028965
3200,chevrolet,s10 pickup,unknown,unknown,gas,automatic,unknown,unknown,al,37.0,12.160033942617156
500,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
19990,nissan,versa,unknown,unknown,gas,automatic,fwd,unknown,al,5.0,8.793612071589308
26990,nissan,frontier,unknown,unknown,gas,automatic,rwd,unknown,al,5.0,5.780743515792329
31988,nissan,murano,unknown,unknown,gas,automatic,fwd,unknown,al,6.0,9.65290856803585
11977,toyota,venza,unknown,unknown,gas,automatic,unknown,unknown,al,16.0,11.247174472006563
35990,dodge,challenger r/t scat pack,good,unknown,other,other,rwd,coupe,al,9.0,9.849875783087478
34990,ram,1500 quad cab big horn,good,6 cylinders,other,other,4wd,pickup,al,7.0,10.001747921703647
38995,ford,f-250 super duty,unknown,unknown,gas,automatic,4wd,unknown,al,13.0,9.127610724377186
10500,volkswagen,passat tdi sel,excellent,unknown,diesel,automatic,unknown,unknown,al,12.0,11.418625774449598
18250,ford,explorer xlt,excellent,unknown,gas,automatic,unknown,unknown,al,9.0,11.141876276228
19900,ford,explorer xlt,excellent,unknown,gas,automatic,unknown,unknown,al,8.0,11.170449240431308
10500,volkswagen,jetta tdi,excellent,unknown,diesel,automatic,unknown,unknown,al,11.0,10.859018228147887
3500,ford,f450,fair,8 cylinders,diesel,manual,rwd,truck,al,31.0,12.154784614286667
31990,chevrolet,silverado 1500,unknown,8 cylinders,unknown,automatic,4wd,pickup,al,9.0,11.586157339176479
6800,,blue bird bus,excellent,6 cylinders,diesel,automatic,rwd,bus,al,20.0,12.100717685412471
5500,,blue bird bus,excellent,6 cylinders,diesel,automatic,rwd,bus,al,26.0,12.301387370778713
36990,toyota,4runner sr5 sport utility,good,6 cylinders,gas,other,4wd,other,al,7.0,9.971893585200188
23590,nissan,frontier king cab sv,good,unknown,gas,other,fwd,pickup,al,8.0,10.521156591920116
17990,subaru,xv crosstrek premium,good,unknown,gas,other,unknown,hatchback,al,12.0,10.957311658414104
30990,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,other,4wd,pickup,al,8.0,10.344834472532058
21590,buick,regal premium ii sedan 4d,good,unknown,gas,other,fwd,sedan,al,8.0,9.61146273065021
21990,toyota,camry l sedan 4d,good,unknown,other,other,unknown,sedan,al,6.0,8.631949428714426
16000,dodge,charger,like new,6 cylinders,gas,automatic,rwd,sedan,al,9.0,11.034905792929415
1500,toyota,solara,good,4 cylinders,gas,automatic,fwd,sedan,al,20.0,12.310887512348744
4500,acura,mdx,unknown,6 cylinders,gas,automatic,unknown,SUV,al,20.0,12.53897064502647
33995,chevrolet,silverado 1500,unknown,unknown,gas,automatic,4wd,unknown,al,9.0,11.652696102959753
40000,chevrolet,tahoe,like new,8 cylinders,gas,automatic,rwd,SUV,al,8.0,11.127277689932466
39900,lincoln,,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,3.9512437185814275
10500,infiniti,ex35,good,6 cylinders,gas,automatic,rwd,wagon,al,17.0,11.719166978209081
9500,toyota,prius v hybrid,good,4 cylinders,gas,automatic,fwd,hatchback,al,11.0,11.821358244560196
12900,nissan,rogue sv,good,4 cylinders,gas,automatic,fwd,SUV,al,11.0,11.69701212971085
4275,jeep,liberty,unknown,6 cylinders,gas,automatic,4wd,SUV,al,19.0,12.067574654032457
3200,chevrolet,trailblazer,good,6 cylinders,gas,automatic,rwd,SUV,al,19.0,12.093816185184481
10000,toyota,tundra,unknown,unknown,gas,automatic,unknown,unknown,al,15.0,12.100717685412471
11995,chevrolet,tahoe,unknown,unknown,gas,automatic,4wd,unknown,al,18.0,12.048634902558666
3399,buick,lacrosse,unknown,6 cylinders,gas,automatic,fwd,sedan,al,19.0,11.98429690833158
17995,ram,promaster 1500 cargo van,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.898629944900238
3850,volkswagen,jetta,unknown,unknown,gas,automatic,unknown,unknown,al,15.0,12.08954444723597
3900,hyundai,elantra,unknown,4 cylinders,gas,automatic,rwd,sedan,al,16.0,11.995388650565705
6000,subaru,baja,excellent,4 cylinders,gas,automatic,4wd,unknown,al,21.0,11.06665398721974
15897,chevrolet,malibu,unknown,4 cylinders,gas,other,fwd,sedan,al,7.0,11.096667321032777
3300,chrysler,300m,unknown,6 cylinders,gas,automatic,fwd,sedan,al,26.0,11.995518266993843
26995,ford,f-350,unknown,unknown,diesel,automatic,4wd,unknown,al,10.0,12.354496960983985
6950,volkswagen,jetta,excellent,5 cylinders,gas,automatic,fwd,sedan,al,14.0,11.661354090741
29995,chevrolet,silverado 2500hd,unknown,unknown,diesel,automatic,4wd,unknown,al,12.0,12.06105265381003
22795,mercedes-benz,c-class,unknown,4 cylinders,gas,automatic,unknown,sedan,al,10.0,11.125364123639649
8995,nissan,altima 3.5 sl,excellent,6 cylinders,gas,automatic,fwd,sedan,al,20.0,10.88408552880545
1250,ford,bronco ii,fair,6 cylinders,gas,manual,4wd,SUV,al,37.0,11.407576060361786
1500,,1988,good,6 cylinders,gas,manual,4wd,unknown,al,37.0,11.39640288460621
48900,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,diesel,automatic,4wd,truck,al,7.0,10.669769017083574
9988,kia,sorento lx,good,4 cylinders,gas,automatic,fwd,SUV,al,11.0,11.705692279625723
24888,ford,f150 regular cab xl,excellent,6 cylinders,gas,automatic,rwd,pickup,al,6.0,9.009080614161977
28490,nissan,murano,unknown,unknown,gas,automatic,fwd,unknown,al,5.0,8.725020038618554
31968,infiniti,q50,unknown,unknown,gas,automatic,unknown,unknown,al,5.0,10.21982996548112
21334,toyota,corolla,unknown,unknown,gas,automatic,fwd,unknown,al,4.0,8.892611378172106
16888,toyota,fj cruiser 4x4,good,6 cylinders,gas,automatic,4wd,SUV,al,17.0,12.144713066198618
19888,mercedes-benz,benz ml 450,excellent,6 cylinders,gas,automatic,4wd,SUV,al,10.0,11.619643059379998
31888,gmc,1500 yukon slt,good,8 cylinders,gas,automatic,rwd,SUV,al,10.0,11.607762805731063
500,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
10997,ford,explorer sport trac,unknown,unknown,gas,automatic,4wd,unknown,al,15.0,11.834334823914396
29800,chevrolet,silverado 1500,unknown,8 cylinders,gas,automatic,4wd,unknown,al,6.0,10.571342565808699
1350,,plymouth voyager,fair,6 cylinders,gas,automatic,unknown,unknown,al,26.0,12.206077645517674
50990,mercedes-benz,s-class,unknown,8 cylinders,gas,automatic,unknown,sedan,al,8.0,11.136689007522193
3999,infiniti,g35 sedan,unknown,6 cylinders,gas,automatic,rwd,sedan,al,22.0,12.362353911189507
5900,ford,fiesta se,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,11.599112335481124
2800,pontiac,grand am gt 1,good,6 cylinders,gas,manual,fwd,unknown,al,23.0,11.765891861333515
28995,chevrolet,silverado 2500hd,unknown,unknown,gas,automatic,rwd,unknown,al,8.0,11.532737896139919
34950,nissan,titan xd cummins platinum,unknown,unknown,diesel,automatic,4wd,pickup,al,9.0,11.9713624578445
99950,chevrolet,corvette stingray spor,unknown,unknown,gas,automatic,rwd,coupe,al,4.0,6.236369590203704
29950,pontiac,firebird trans am ws6,unknown,unknown,gas,automatic,rwd,hatchback,al,27.0,9.706864211031315
39995,dodge,viper rt 10 removable top,unknown,unknown,gas,manual,rwd,convertible,al,26.0,9.673948594133059
2550,cadillac,srx,unknown,6 cylinders,gas,automatic,rwd,SUV,al,21.0,12.319874433192322
8800,gmc,denali,good,8 cylinders,gas,automatic,4wd,unknown,al,18.0,12.502470376049185
16990,toyota,corolla,unknown,4 cylinders,gas,automatic,fwd,sedan,al,6.0,10.708913760562126
12499,toyota,camry,unknown,4 cylinders,gas,automatic,fwd,sedan,al,13.0,11.081388418439035
13999,kia,soul,unknown,4 cylinders,gas,automatic,fwd,wagon,al,7.0,10.754684942721584
28249,toyota,tundra double cab,unknown,8 cylinders,gas,automatic,unknown,pickup,al,9.0,11.264476926102367
7999,toyota,camry,unknown,6 cylinders,gas,automatic,fwd,sedan,al,18.0,11.122117415455683
8799,acura,tsx,unknown,4 cylinders,gas,automatic,fwd,sedan,al,19.0,11.400607468744903
19990,nissan,pathfinder,unknown,6 cylinders,gas,automatic,unknown,SUV,al,8.0,10.895831506195684
2975,,Suzuki XL-7,unknown,6 cylinders,gas,automatic,rwd,SUV,al,19.0,12.28928263974426
18800,,INTERNATIONAL 4700 DUMP,unknown,8 cylinders,diesel,automatic,rwd,unknown,al,25.0,12.172252125054134
19900,ford,f250 service,unknown,8 cylinders,gas,automatic,4wd,unknown,al,14.0,11.865474910731777
9990,toyota,corolla le,excellent,4 cylinders,gas,automatic,fwd,sedan,al,10.0,11.737867398225818
29950,gmc,sierra 1500,excellent,8 cylinders,gas,automatic,4wd,truck,al,11.0,11.84244501616359
9990,lexus,rx350,excellent,6 cylinders,gas,automatic,fwd,SUV,al,16.0,12.002921654454132
45950,gmc,sierra 2500hd denali,excellent,8 cylinders,diesel,automatic,4wd,truck,al,11.0,11.946589227437071
17897,lincoln,mkz,unknown,6 cylinders,gas,other,fwd,sedan,al,10.0,11.419361759191913
11500,ford,f-250 super duty xl,good,8 cylinders,diesel,automatic,rwd,pickup,al,17.0,12.554462865721767
7990,bmw,328i,excellent,6 cylinders,gas,automatic,rwd,sedan,al,14.0,11.719947764402807
9990,bmw,x5,excellent,6 cylinders,gas,automatic,4wd,SUV,al,16.0,11.447426482737534
11990,honda,crv ex-l,excellent,4 cylinders,gas,automatic,fwd,SUV,al,14.0,11.599112335481124
15990,chevrolet,camaro,unknown,6 cylinders,gas,automatic,rwd,other,al,10.0,10.87806606028079
14700,honda,cr-v ex-l,excellent,4 cylinders,gas,automatic,4wd,SUV,al,10.0,11.16581888361168
500,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,other,unknown,bus,al,4.0,7.244941546337007
11295,chevrolet,sonic,unknown,4 cylinders,gas,automatic,fwd,hatchback,al,11.0,10.799983657082104
4350,,smart fortwo,good,3 cylinders,gas,automatic,unknown,coupe,al,10.0,11.155893314383654
2450,infiniti,qx4,good,6 cylinders,gas,automatic,4wd,SUV,al,25.0,12.415741823842366
12950,lexus,ct200h hybrid,good,4 cylinders,gas,automatic,fwd,unknown,al,12.0,11.251573687764477
30488,infiniti,q50,unknown,unknown,gas,automatic,rwd,unknown,al,5.0,10.28762687392954
17989,toyota,camry,unknown,unknown,gas,automatic,fwd,unknown,al,7.0,11.703082907531957
22602,toyota,corolla,unknown,unknown,gas,automatic,fwd,unknown,al,4.0,9.295049099903137
12977,lexus,rx,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,11.856479707738641
12995,ford,f150 xl,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,11.441934169391944
36995,ford,f250 super duty 4x4,unknown,unknown,gas,automatic,4wd,unknown,al,13.0,10.630190391624284
31995,ford,f350 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,11.772508943557112
25995,gmc,sierra 2500hd,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.749506329847764
29990,mazda,mx-5 miata grand touring,good,unknown,gas,other,rwd,other,al,6.0,8.565602330623925
34995,ford,f250 super duty 4x4,unknown,unknown,gas,automatic,4wd,unknown,al,10.0,11.344826288934723
31995,ford,f350 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.114275081640754
34995,ford,f250 sd xlt,unknown,unknown,gas,automatic,4wd,unknown,al,8.0,11.83539294837897
16590,jeep,renegade sport suv 4d,good,unknown,gas,other,4wd,other,al,9.0,10.486708253717469
16995,chevrolet,express 3500,unknown,unknown,gas,automatic,unknown,unknown,al,17.0,11.9710778953574
25590,jeep,grand cherokee laredo sport,good,6 cylinders,other,other,4wd,SUV,al,8.0,10.351884428027805
12995,chrysler,200,unknown,unknown,gas,automatic,unknown,unknown,al,9.0,11.19485291119438
27995,nissan,nv2500 hd cargo,unknown,unknown,gas,automatic,unknown,unknown,al,8.0,10.794870648704098
24995,ford,f250 xl super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.866241934820323
28995,ford,econoline commercial,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,11.450241223592839
27995,ford,f350 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.732541427456502
13995,nissan,nv200,unknown,unknown,gas,automatic,unknown,unknown,al,10.0,11.36883567094082
32995,ford,f250 super duty,unknown,unknown,gas,automatic,4wd,unknown,al,13.0,10.531402638158458
4995,ford,freestar ses,unknown,unknown,gas,automatic,unknown,unknown,al,20.0,11.709519681050901
27995,ford,f250 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.199770035207079
24995,ford,f-250 super duty,unknown,unknown,gas,automatic,unknown,unknown,al,13.0,10.597234553168041
36995,chevrolet,silverado 3500hd,unknown,unknown,gas,automatic,unknown,unknown,al,12.0,10.969180565558148
36995,chevrolet,silverado 2500hd,unknown,unknown,gas,automatic,4wd,unknown,al,8.0,10.681756826512895
39590,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,other,rwd,coupe,al,8.0,9.258844781035798
26990,ford,f150 regular cab xl pickup,good,6 cylinders,gas,other,unknown,pickup,al,9.0,9.56317796268366
36990,chevrolet,tahoe lt sport utility,good,8 cylinders,other,other,unknown,other,al,10.0,10.852787438017229
1500,ford,crown victoria,unknown,unknown,gas,automatic,unknown,unknown,al,14.0,11.719947764402807
25500,jaguar,xj,unknown,6 cylinders,unknown,automatic,rwd,sedan,al,10.0,11.172053564004328
3500,honda,civic del sol si,good,4 cylinders,gas,manual,fwd,convertible,al,30.0,12.278397958261774
9900,gmc,terrain,unknown,6 cylinders,gas,automatic,fwd,unknown,al,12.0,11.906898120433075
20900,ford,f150,unknown,8 cylinders,gas,automatic,4wd,unknown,al,8.0,11.899037844562578
29900,jeep,wrangler,unknown,6 cylinders,gas,automatic,4wd,unknown,al,9.0,11.783654645769348
7200,toyota,highlander,excellent,4 cylinders,gas,automatic,fwd,SUV,al,18.0,11.954343131112935
45300,ram,3500 big horn,excellent,6 cylinders,diesel,automatic,4wd,truck,al,7.0,10.43781483608721
3500,ford,f-150,unknown,unknown,gas,automatic,unknown,unknown,al,19.0,12.413090879946887
17500,ram,3500,good,6 cylinders,diesel,manual,4wd,truck,al,24.0,12.08954444723597
5500,hyundai,accent,good,4 cylinders,gas,automatic,fwd,hatchback,al,15.0,11.652591750596514
6900,ford,escape hev,good,4 cylinders,hybrid,automatic,fwd,SUV,al,17.0,11.547819523947549
10900,honda,accord crosstour exl,good,6 cylinders,gas,automatic,fwd,wagon,al,15.0,11.49073097946046
